Mode_Index,Frequency_THz,Cv_Anharmonic_eV_K
0,0.0,0.0
1,0.22113256176168472,8.612511038099373e-05
2,0.4366677223199046,8.598671906281197e-05
3,0.6415197701385879,8.577554937858062e-05
4,0.8316897712739447,8.551482981183701e-05
5,1.0049848247806132,8.52275499632975e-05
6,1.1618383016108855,8.493035288187029e-05
7,1.3058813448688695,8.4629147367209e-05
8,1.4436381832691256,8.431802357879412e-05
9,1.582913306987037,8.39825790459938e-05
10,1.7302994593486152,8.360677917822322e-05
11,1.888869199264058,8.3180777350047e-05
12,2.0527912976339895,8.271900095074231e-05
13,0.18666898947891827,8.613893877535141e-05
14,0.33766259282146627,8.606133770740191e-05
15,0.5259604281006677,8.590392264417475e-05
16,0.7107748209967532,8.568753517390955e-05
17,0.8820776443863668,8.543598477838483e-05
18,1.0366641476509026,8.517025958359548e-05
19,1.1754115126225915,8.490308466269456e-05
20,1.3027980554140985,8.463586091252655e-05
21,1.426005528559196,8.435903388210746e-05
22,1.5531097349379963,8.405603229662022e-05
23,1.6908805789732442,8.370927267852964e-05
24,1.8431100045334066,8.330589135879074e-05
25,1.960432791298532,8.298172948165237e-05
26,1.7997385015970517,8.342286801885131e-05
27,1.6511952063780615,8.3811017159308e-05
28,1.5153736535703068,8.414775118057207e-05
29,1.38748478101361,8.4447435790838e-05
30,1.2600818979432507,8.472769834922462e-05
31,1.125213027526251,8.500273019197067e-05
32,0.9765268695782282,8.527779081835692e-05
33,0.8107251234782665,8.554646301032119e-05
34,0.6284275481240622,8.579126770022168e-05
35,0.43659384164039167,8.598678151023826e-05
36,0.26602911107683247,8.610363578171441e-05
37,0.35148126309063493,8.605205146431147e-05
38,0.4637642055010482,8.596313588896564e-05
39,0.6136810882521678,8.580861686873635e-05
40,0.7682663486757529,8.56083782340807e-05
41,0.9144278217347476,8.538330606268807e-05
42,1.0478842696994188,8.514962914567536e-05
43,1.1697056143803364,8.491457673334628e-05
44,1.2849169351689862,8.467457174094353e-05
45,1.4009393717772156,8.441674596592033e-05
46,1.525426178191509,8.412346023576591e-05
47,1.6640588775971235,8.377819834701706e-05
48,1.8192172729552911,8.33705286578564e-05
49,1.7326218896584973,8.360069685793335e-05
50,1.581475064350826,8.398614397099594e-05
51,1.4462678649022804,8.431187848564955e-05
52,1.3223464152021904,8.459310606009026e-05
53,1.2019429927318148,8.484909915710729e-05
54,1.0771002740070177,8.509508839793991e-05
55,0.9422435878558414,8.53367495072928e-05
56,0.7963490669744442,8.556775104343468e-05
57,0.6458245293773601,8.577031663828135e-05
58,0.511277387017257,8.591853460810374e-05
59,0.4778382293721815,8.595035380305429e-05
60,0.5580845005467504,8.587060421179525e-05
61,0.6733094392689513,8.573615885085503e-05
62,0.7993038170084414,8.556340262080485e-05
63,0.9235345256122566,8.536819121121102e-05
64,1.0416428231905615,8.516112704839925e-05
65,1.15485752802939,8.494428385296615e-05
66,1.2680768001376201,8.471067749417611e-05
67,1.3876812227767694,8.444698916765065e-05
68,1.5191164056698077,8.41387193331819e-05
69,1.6650487911037157,8.37756663746558e-05
70,1.6720785041935924,8.375765967682378e-05
71,1.5096019461914776,8.416165086767308e-05
72,1.3676481519939976,8.449231139225987e-05
73,1.244183617514396,8.476131272247286e-05
74,1.1324748505935833,8.498852033219682e-05
75,1.0250005855534645,8.519151789462773e-05
76,0.9170713835887996,8.537893125293782e-05
77,0.8098188390506064,8.554781477125329e-05
78,0.7128940656710722,8.568471435858185e-05
79,0.55828379436649,8.58703917577412e-05
80,0.6116585033085917,8.581096696796366e-05
81,0.7005990701833971,8.57009750223054e-05
82,0.806903984227039,8.555215353022975e-05
83,0.9191940262211536,8.537541089816172e-05
84,1.033008435798229,8.517694320239429e-05
85,1.1489379408802571,8.495604721134561e-05
86,1.2703441580625443,8.470583621142611e-05
87,1.4009032860995034,8.44168285475654e-05
88,1.5425532861373843,8.408183604148593e-05
89,1.6117929433702987,8.391056678121751e-05
90,1.4351938453408182,8.43377057946337e-05
91,1.283589929583066,8.467742930575605e-05
