Mode_Index,Frequency_THz,Cv_Anharmonic_eV_K
0,0.0,0.0
1,0.22861285634193443,8.613215985736302e-05
2,0.45117577636310435,8.601417462277618e-05
3,0.662171002858357,8.583479715946385e-05
4,0.8572556220561026,8.56145759511594e-05
5,1.034122563371707,8.537365960648195e-05
6,1.1934823185035288,8.512613767795058e-05
7,1.3396730775044468,8.48761209397954e-05
8,1.4800967973001717,8.461727970390048e-05
9,1.623037505888496,8.433683011626807e-05
10,1.7745389694713514,8.402280201683694e-05
11,1.9352680488518421,8.367280552983767e-05
12,2.0890880752794625,8.332340404664755e-05
13,0.19453339751150275,8.614349402811246e-05
14,0.3503481666352646,8.607693302567547e-05
15,0.5440170397480053,8.594309002654277e-05
16,0.7334277919090325,8.576017518289555e-05
17,0.9080745257473786,8.554920039303129e-05
18,1.0647197117289782,8.532828190422823e-05
19,1.2046695378140402,8.510775213193689e-05
20,1.3332343706985579,8.488756464054954e-05
21,1.4585279812658674,8.465815447342063e-05
22,1.5891822183869586,8.440470839402763e-05
23,1.7317458101334018,8.411314436261806e-05
24,1.8886750954870126,8.377593223165437e-05
25,1.9983242394033578,8.353118941702472e-05
26,1.8374150316413749,8.388784059015727e-05
27,1.6855213211519728,8.420930142022258e-05
28,1.5465005127091773,8.4489018182755e-05
29,1.4165477653237082,8.473656950204555e-05
30,1.2881544505382618,8.496659534740324e-05
31,1.1526719432776067,8.51921131823253e-05
32,1.0028747826042588,8.541890743854352e-05
33,0.8348269251276559,8.564240645329615e-05
34,0.648950838413249,8.584788213138442e-05
35,0.4524772520637583,8.601326536911925e-05
36,0.2769536128453171,8.611293478581685e-05
37,0.36517673661131433,8.606866205544968e-05
38,0.48014674412876934,8.599334372386494e-05
39,0.6331155908221412,8.586323809863236e-05
40,0.7901871980962877,8.569589544863837e-05
41,0.9378341444532503,8.5509450673671e-05
42,1.0718484085300766,8.531755929934974e-05
43,1.193896923178171,8.512545858098445e-05
44,1.3100095018039135,8.492852084710398e-05
45,1.4286773159057855,8.471406947214421e-05
46,1.5582166073969916,8.446601798596218e-05
47,1.704199953766213,8.417062768134477e-05
48,1.8680040673937315,8.38212586410059e-05
49,1.7573594315900387,8.40592205181836e-05
50,1.602185365836174,8.437874123419885e-05
51,1.464524950184951,8.464682917798004e-05
52,1.3400966082249175,8.487536683734867e-05
53,1.2206051345066267,8.508134339312288e-05
