Mode_Index,Frequency_THz,Cv_Contribution_eV_K
0,0.0,0.0
1,0.22113256176168472,8.61531154085784e-05
2,0.4366677223199046,8.609452997417729e-05
3,0.6415197701385879,8.600335854779476e-05
4,0.8316897712739447,8.588787914674554e-05
5,1.0049848247806132,8.575691009430262e-05
6,1.1618383016108855,8.561732279946275e-05
7,1.3058813448688695,8.547162658832919e-05
8,1.4436381832691256,8.531670433521752e-05
9,1.582913306987037,8.514468902382916e-05
10,1.7302994593486152,8.494593449806154e-05
11,1.888869199264058,8.471306294950188e-05
12,2.0527912976339895,8.445179594238845e-05
13,0.18666898947891827,8.615892547977289e-05
14,0.33766259282146627,8.612620230397951e-05
15,0.5259604281006677,8.605903496407368e-05
16,0.7107748209967532,8.596473485636968e-05
17,0.8820776443863668,8.585232273778049e-05
18,1.0366641476509026,8.573032557309911e-05
19,1.1754115126225915,8.560430756657123e-05
20,1.3027980554140985,8.547492011691345e-05
21,1.426005528559196,8.533738097532212e-05
22,1.5531097349379963,8.51827941847279e-05
23,1.6908805789732442,8.500076856866239e-05
24,1.8431100045334066,8.478227830956324e-05
25,1.960432791298532,8.460155565936132e-05
26,1.7997385015970517,8.484637565315396e-05
27,1.6511952063780615,8.505473832367427e-05
28,1.5153736535703068,8.523003069190721e-05
29,1.38748478101361,8.538168801815452e-05
30,1.2600818979432507,8.551976300307643e-05
31,1.125213027526251,8.565169957987528e-05
32,0.9765268695782282,8.57800959656047e-05
33,0.8107251234782665,8.590206192576643e-05
34,0.6284275481240622,8.601021765990708e-05
35,0.43659384164039167,8.609455662284595e-05
36,0.26602911107683247,8.614407447150398e-05
37,0.35148126309063493,8.612226720076306e-05
38,0.4637642055010482,8.608445292163119e-05
39,0.6136810882521678,8.601777484158049e-05
40,0.7682663486757529,8.59296845494237e-05
41,0.9144278217347476,8.582840254358585e-05
42,1.0478842696994188,8.572071450940559e-05
43,1.1697056143803364,8.560979702964375e-05
44,1.2849169351689862,8.549386994985153e-05
45,1.4009393717772156,8.53663471347837e-05
46,1.525426178191509,8.521755782003607e-05
47,1.6640588775971235,8.503738040679785e-05
48,1.8192172729552911,8.481777023583855e-05
49,1.7326218896584973,8.494266577989726e-05
50,1.581475064350826,8.51465440382716e-05
51,1.4462678649022804,8.531359942836276e-05
52,1.3223464152021904,8.545390963770274e-05
53,1.2019429927318148,8.557843727736914e-05
54,1.0771002740070177,8.569520913269246e-05
55,0.9422435878558414,8.580715305659226e-05
56,0.7963490669744442,8.591157976746196e-05
57,0.6458245293773601,8.600107250313909e-05
58,0.511277387017257,8.606532276385489e-05
59,0.4778382293721815,8.607898013522537e-05
60,0.5580845005467504,8.604465957322323e-05
61,0.6733094392689513,8.598611799573414e-05
62,0.7993038170084414,8.590963733948924e-05
63,0.9235345256122566,8.582151500883589e-05
64,1.0416428231905615,8.572607349049085e-05
65,1.15485752802939,8.562395864971426e-05
66,1.2680768001376201,8.551148163651775e-05
67,1.3876812227767694,8.538146507714684e-05
68,1.5191164056698077,8.522539617763696e-05
69,1.6650487911037157,8.503603923728511e-05
70,1.6720785041935924,8.502649292574049e-05
71,1.5096019461914776,8.523715576893366e-05
72,1.3676481519939976,8.540404156663995e-05
73,1.244183617514396,8.553607811182796e-05
74,1.1324748505935833,8.564496978105397e-05
75,1.0250005855534645,8.574020815397926e-05
76,0.9170713835887996,8.58264101412155e-05
77,0.8098188390506064,8.590266693371735e-05
78,0.7128940656710722,8.596349091390605e-05
79,0.55828379436649,8.604456774011156e-05
80,0.6116585033085917,8.601879743203513e-05
81,0.7005990701833971,8.597065647534921e-05
82,0.806903984227039,8.590460824853296e-05
83,0.9191940262211536,8.582480622286124e-05
84,1.033008435798229,8.573343495560112e-05
85,1.1489379408802571,8.562955489272993e-05
86,1.2703441580625443,8.550912367976068e-05
87,1.4009032860995034,8.536638847311707e-05
88,1.5425532861373843,8.519612218718672e-05
89,1.6117929433702987,8.510709426558837e-05
90,1.4351938453408182,8.532663740343123e-05
91,1.283589929583066,8.549526602792321e-05
92,1.1597155992954278,8.561934478401772e-05
93,1.0595860837324995,8.57105820109753e-05
94,0.9767678997127796,8.577990235369749e-05
95,0.906618908643495,8.583425470547601e-05
96,0.8491922926263453,8.587576343392213e-05
97,0.5971381066404002,8.60260400445056e-05
98,0.6328127105302253,8.600793591962528e-05
99,0.7080005884780843,8.596635769523019e-05
100,0.8074481965704332,8.590424632657452e-05
101,0.9198430543495045,8.582431506899605e-05
102,1.0397381445260114,8.572770257456949e-05
103,1.1660253032213488,8.561332379116366e-05
104,1.2995088240784596,8.547842521423353e-05
105,1.4406789967910896,8.532019169823975e-05
106,1.565601183170522,8.51669090055943e-05
107,1.362010657113889,8.541033688890536e-05
108,1.2025945353491116,8.557779482705909e-05
109,1.0803519347493253,8.56923276549766e-05
110,0.9951364996119614,8.576500843378834e-05
111,0.9417385677354935,8.580754447794466e-05
112,0.9138245121370395,8.582885644823989e-05
113,0.6113636606596119,8.60189462196145e-05
114,0.6423247709069433,8.600293220836826e-05
115,0.7170789365151573,8.596102368839307e-05
116,0.8204498245674068,8.589552774874027e-05
117,0.9402580024576606,8.580869080912133e-05
118,1.0698126670431298,8.570163595849334e-05
119,1.2062441135294333,8.557418984915838e-05
120,1.3480668076622597,8.54257984801711e-05
121,1.4934213081823087,8.525698930289594e-05
122,1.2941620707427572,8.548410432265999e-05
123,1.1335176340990314,8.564399989276875e-05
124,1.0185504421916745,8.574562594785369e-05
125,0.952418976273392,8.579922226300188e-05
126,0.9300549700997343,8.581654198280772e-05
127,0.625729389599177,8.601161374918341e-05
128,0.6632681495543366,8.599165333218593e-05
129,0.7448833332437363,8.594426691807388e-05
130,0.8548743874961566,8.587177633214231e-05
131,0.9810537551640313,8.57764517704345e-05
132,1.116353510533112,8.565985224241648e-05
133,1.256810473180955,8.552313682074487e-05
134,1.3993977374744786,8.536811224283383e-05
