Mode_Index,Frequency_THz,Cv_Contribution_eV_K
0,0.0,0.0
1,0.24572969004045808,8.615735456473138e-05
2,0.4676603632304767,8.611547732645135e-05
3,0.6629246646984094,8.605712523423269e-05
4,0.8391656042636747,8.59872143490136e-05
5,1.0021060564305326,8.590806687585107e-05
6,1.154097879894463,8.582170971712717e-05
7,1.295584895084701,8.573049275431582e-05
8,1.425769045958834,8.563737508149355e-05
9,1.5423979106467258,8.554650443653288e-05
10,1.641096527619137,8.546412538101971e-05
11,1.7148656076859574,8.539928518115757e-05
12,1.7550417998016907,8.536279882180848e-05
13,0.24276694883676814,8.615773749243592e-05
14,0.40031124915668664,8.613093667353792e-05
15,0.5767627597834942,8.608535236033934e-05
16,0.7417698672159803,8.602786873966665e-05
17,0.8951397003321337,8.596159517072431e-05
18,1.0397227553570991,8.588781856015065e-05
19,1.1775581763513514,8.580730580455488e-05
20,1.3094263741670742,8.572100998087392e-05
21,1.4344263465700131,8.563087132569545e-05
22,1.549298271034069,8.554090809560179e-05
23,1.6477709575380002,8.545837371504267e-05
24,1.720693404927296,8.539404385661879e-05
25,1.7350513500760594,8.538105659643353e-05
26,1.6818725954055262,8.542862981813904e-05
27,1.5959180988251245,8.550245577119145e-05
28,1.4890050360777296,8.558897704307479e-05
29,1.3704693191462294,8.567800318628593e-05
30,1.245388403404023,8.576404700224666e-05
31,1.1151379738862341,8.584499569326369e-05
32,0.9787437881185876,8.592026951822133e-05
33,0.8339687984392962,8.598950946411344e-05
34,0.6779191018181211,8.605181338204534e-05
35,0.5088236610412965,8.61048493616239e-05
36,0.3391905495075487,8.614289207681806e-05
37,0.4327191932240571,8.612379678775982e-05
38,0.5357376474562393,8.609741690958716e-05
39,0.662541266170079,8.605725950242386e-05
40,0.7935134297730965,8.600689104156563e-05
41,0.924431831950422,8.594753299910729e-05
42,1.0553902079607194,8.587916674840958e-05
43,1.1866856015658314,8.580162431717348e-05
44,1.3172650778805746,8.571559556886074e-05
45,1.4439263288372548,8.562368989144531e-05
46,1.5608239411296576,8.553150580781567e-05
47,1.6593887479470446,8.544830756061639e-05
48,1.6891568147564504,8.542219909012904e-05
49,1.6209295989348582,8.548136510789606e-05
50,1.5198373813817327,8.556463017297303e-05
51,1.4031714129019575,8.565416867579301e-05
52,1.28338392722332,8.573876908078456e-05
53,1.1665366218985693,8.581410844374587e-05
54,1.0533724353851575,8.588028819422903e-05
55,0.9415916693145691,8.593908615801874e-05
56,0.8282118179856611,8.599203541398747e-05
57,0.712129803316035,8.603925089662637e-05
58,0.5987656723574761,8.60785161212185e-05
59,0.5507428577740489,8.609310719370907e-05
60,0.6130164306309406,8.607395226521795e-05
61,0.7050581917324599,8.604189817339819e-05
62,0.8146258510235761,8.599792741038374e-05
63,0.9356881978766639,8.594200952805188e-05
64,1.064835523051488,8.587388889264482e-05
65,1.1987389683372143,8.57940550239253e-05
66,1.3329845512322742,8.570464156194757e-05
67,1.461632579816814,8.561018043950427e-05
68,1.5771015995146702,8.551811042826751e-05
69,1.6229110684270556,8.547968050517176e-05
70,1.5432330394458087,8.55458284344902e-05
71,1.430558652588072,8.563378170471006e-05
72,1.3082922350876718,8.57217907202728e-05
73,1.1908711734874409,8.579900443351278e-05
74,1.0853181876090563,8.586228339682613e-05
75,0.9926851030277479,8.591302203527175e-05
76,0.9105237847215514,8.595426589326418e-05
77,0.8358253933715944,8.598869114681312e-05
78,0.7680780067851123,8.601737891862295e-05
79,0.6054809902953041,8.607637885411138e-05
80,0.6441174611507166,8.606362035448475e-05
81,0.7222214141630916,8.603542749526218e-05
82,0.8285084734094428,8.599190567798708e-05
83,0.9527376695638338,8.593351691605405e-05
84,1.086752043298416,8.586146276313877e-05
85,1.2236476007184949,8.577817309006946e-05
86,1.3569688495829535,8.568768119865221e-05
87,1.4802228391024235,8.55958221272214e-05
88,1.5440304669853522,8.554518261452063e-05
89,1.4587110544912718,8.561242065992136e-05
90,1.342258409498625,8.569811899126215e-05
91,1.2214486377205054,8.577958816680556e-05
92,1.110906546560731,8.584747708800558e-05
93,1.018453825591921,8.589935815999221e-05
94,0.9465276747773654,8.593662785135376e-05
95,0.8938401360823462,8.596220862185443e-05
96,0.8576188445122973,8.597895007965072e-05
97,0.6279000164919436,8.606907146589236e-05
98,0.6649896263962882,8.605640074226911e-05
99,0.7479393093229489,8.602544147821819e-05
100,0.8607590827888056,8.597752592523288e-05
101,0.9888273969734154,8.591503767277811e-05
102,1.1216917599018952,8.584113397080616e-05
103,1.2520502802950593,8.575966922024129e-05
104,1.3744043028831803,8.567516455084778e-05
105,1.4587427559277664,8.561239637499376e-05
106,1.3849103765978248,8.566754631874027e-05
107,1.264329498434916,8.575153957494915e-05
108,1.1535221661723374,8.582205958025221e-05
109,1.0551576894325247,8.58792960870078e-05
110,0.9772115778574961,8.592105984014672e-05
111,0.924131846846076,8.59476792923295e-05
112,0.8970021693550715,8.596071445918768e-05
113,0.6598076710013397,8.605821457790115e-05
114,0.7093506404955392,8.604029442319132e-05
115,0.7994367110676133,8.600439985400982e-05
116,0.9113579445853407,8.595386493540403e-05
117,1.0311189892166626,8.589251509155103e-05
118,1.1502691274665324,8.582403321464396e-05
119,1.2639516284718437,8.575179091893276e-05
120,1.3692994357764676,8.567884557394204e-05
121,1.3066243619488633,8.572293766776226e-05
122,1.2010495995362354,8.579259534457172e-05
123,1.108684970510117,8.584877612296963e-05
124,1.0282512865914653,8.589407187872698e-05
125,0.9668816935986575,8.592635595912623e-05
126,0.9308127885894355,8.594441003378057e-05
127,0.7208241524923322,8.603596007141233e-05
128,0.7758906468076672,8.601419369725682e-05
129,0.8586355724437017,8.597848954200563e-05
130,0.9542814941568974,8.593274039126402e-05
131,1.0535952460984435,8.588016446413237e-05
132,1.1519537209461974,8.582301185261731e-05
133,1.2475123713195881,8.576265376618748e-05
134,1.2330950344798661,8.577206484042007e-05
135,1.152026491519982,8.582296769877103e-05
136,1.084624212055762,8.586268019174807e-05
137,1.0273468488386097,8.589456197770626e-05
138,0.9857624461469621,8.59166335440049e-05
139,0.7895020733085338,8.600856764726056e-05
140,0.8319317321466031,8.59904052434686e-05
141,0.8926081268988586,8.596278936591611e-05
142,0.963716951349646,8.592796733355868e-05
143,1.0411987070514415,8.588700899304749e-05
144,1.1236477846567208,8.583997706763169e-05
145,1.1645271026208914,8.581534191813752e-05
146,1.1244491442782885,8.583950252178478e-05
147,1.0755989246851665,8.586781767209444e-05
148,1.0452954090809978,8.588475596151847e-05
149,0.829423746430824,8.59915051112836e-05
