Mode_Index,Frequency_THz,Cv_Contribution_eV_K
0,0.0,0.0
1,0.24308986991911816,8.614890186789807e-05
2,0.46211986262480126,8.608508168915806e-05
3,0.6551610127264932,8.59960620752153e-05
4,0.830027389139828,8.58890168769488e-05
5,0.9919315128074199,8.576762691097143e-05
6,1.1428304829391152,8.563529905826088e-05
7,1.2830442799113806,8.549583966881547e-05
8,1.411827132945397,8.535382702068558e-05
9,1.5270527945493495,8.521553201809938e-05
10,1.6244849898564777,8.509036349842496e-05
11,1.6972639495152797,8.4991971795842e-05
12,1.7368807549778795,8.49366606162209e-05
13,0.24193540691263773,8.614913332703074e-05
14,0.3977527408183075,8.610794348851992e-05
15,0.5719312513183035,8.60382013794956e-05
16,0.7351905976291413,8.595018032249633e-05
17,0.8872050347823157,8.584858839333835e-05
18,1.03046838561353,8.5735589018766e-05
19,1.1668379289438728,8.561254601083533e-05
20,1.2971031643277076,8.548098325163953e-05
21,1.420476140469957,8.534381381179836e-05
22,1.5338330750786093,8.520706516764389e-05
23,1.6310237019891685,8.508169444430175e-05
24,1.7030155767924038,8.498401816529042e-05
25,1.717109748087783,8.496441811577288e-05
26,1.664651220464323,8.503657797271205e-05
27,1.5799318144662617,8.514853266724277e-05
28,1.4745998955996067,8.527979772643285e-05
29,1.357843086093808,8.541497440411948e-05
30,1.2345901444504832,8.554582467669421e-05
31,1.1060750312518777,8.5669231053278e-05
32,0.9712423066731586,8.578432901112395e-05
33,0.8279103503530202,8.589046250374287e-05
34,0.6734143908130743,8.598605970348959e-05
35,0.5061829218001602,8.606746292237785e-05
36,0.3380339375910267,8.61260986178703e-05
37,0.4311807426568019,8.609649687930486e-05
38,0.5332453868854574,8.605584942364378e-05
39,0.6584968255308761,8.599425455860407e-05
40,0.7879254962197313,8.591707815060575e-05
41,0.9173058878932193,8.582623312472242e-05
42,1.0466262162418887,8.572179723300421e-05
43,1.1761713574730281,8.560357456048144e-05
44,1.3049697623323089,8.54726011233817e-05
45,1.429935335304158,8.533279423858914e-05
46,1.545326788294019,8.519262907490799e-05
47,1.6426620552168605,8.506618075387273e-05
48,1.6717978551415924,8.502687479170078e-05
49,1.6045884845191052,8.511653460054606e-05
50,1.5051090229972908,8.524268387960465e-05
51,1.3904260472816736,8.537834675795134e-05
52,1.272838343612363,8.550652505667331e-05
53,1.1582570844574953,8.562073198538437e-05
54,1.047252735086638,8.572125819010427e-05
55,0.9373682758122832,8.581092304401176e-05
56,0.8255146334890278,8.589209400899762e-05
57,0.7104894663697058,8.596490207098688e-05
58,0.5974128225552767,8.602590462739206e-05
59,0.5491571466239074,8.604873971988589e-05
60,0.6109434839704121,8.601915813156287e-05
61,0.7017278010186783,8.597000381454413e-05
62,0.8097140905881905,8.59027368173116e-05
63,0.9290347893018395,8.581732234235006e-05
64,1.0563407326879108,8.571340326362372e-05
65,1.188367689628382,8.559174523805326e-05
66,1.3207854055358366,8.545559866996152e-05
67,1.447737751679207,8.531186150690859e-05
68,1.5617146668883908,8.517186468286139e-05
69,1.6064704185098928,8.511407257526043e-05
70,1.528220144649882,8.521407689523978e-05
71,1.41754133064047,8.534721822373938e-05
72,1.297594618717326,8.54804610456667e-05
73,1.182679398379171,8.559727729922106e-05
