Mode_Index,Frequency_THz,Cv_QPA_eV_K
0,0.0,0.0
1,0.23565958723325597,8.616523007846846e-05
2,0.4648415799009826,8.613948665374902e-05
3,0.681618812373122,8.609352671350729e-05
4,0.8813261585126962,8.602017286329112e-05
5,1.0615517133289858,8.592856170323798e-05
6,1.223260785292691,8.574961144901133e-05
7,1.3714152393617622,8.545758403777316e-05
8,1.514125348989661,8.517952909320645e-05
9,1.659914218681805,8.455385541889353e-05
10,1.8140230874578958,8.41912607406678e-05
11,1.9744659982929598,8.392830530773596e-05
12,2.1169450668280003,8.416210189285957e-05
13,0.20201876467809868,8.616693324811906e-05
14,0.36238798741113115,8.615275501082552e-05
15,0.5611098541008274,8.612130069363737e-05
16,0.7548382942932741,8.607086921088939e-05
17,0.9326187975554665,8.600014815341288e-05
18,1.0911812566097279,8.58984126140556e-05
19,1.2322191757026768,8.571089981922287e-05
20,1.3617699464033084,8.545338803555637e-05
21,1.4887083289285914,8.507817637684179e-05
22,1.622031035493174,8.45453279191801e-05
23,1.7679269282901806,8.415752010413146e-05
24,1.9274118521002366,8.381061862193939e-05
25,2.0296813537279776,8.416437752572682e-05
26,1.8700322424955287,8.409980120062553e-05
27,1.716217332899329,8.439879779655556e-05
28,1.5750141326712186,8.485823225352043e-05
29,1.4435917520426476,8.533681409859423e-05
30,1.314493720177643,8.563143460133704e-05
31,1.178534374521568,8.582659785602317e-05
32,1.0277435064060942,8.59560890370474e-05
33,0.8576176226797991,8.603863532503499e-05
34,0.6684011948845685,8.609707490925653e-05
35,0.46757695123888693,8.613767781016412e-05
36,0.28736208590519513,8.616013953752437e-05
37,0.378241125450237,8.61497208172761e-05
38,0.49576023365738503,8.613193553459236e-05
39,0.6515886824668156,8.60993312678963e-05
40,0.8109718437203431,8.605174716362373e-05
41,0.9599766658334531,8.59846675263757e-05
42,1.0944611539854192,8.588867815522257e-05
43,1.2166370056386924,8.57205865644254e-05
44,1.3334327909168147,8.541172888945616e-05
45,1.454263998478445,8.504534781689419e-05
46,1.5879742661097394,8.427277643670444e-05
47,1.739953978041655,8.393968411670011e-05
48,1.9105111998341542,8.360074732895398e-05
49,1.7791170820995326,8.442079879105509e-05
50,1.6205879028213364,8.483690495062552e-05
51,1.4810120340342257,8.524246011269161e-05
52,1.3564188685094922,8.560307351111947e-05
53,1.238020575823464,8.578056136291764e-05
54,1.1160301716690362,8.59025340266963e-05
55,0.9831291816177281,8.599144948062757e-05
56,0.83725190501526,8.604860833017707e-05
57,0.6846660438431412,8.609230698294368e-05
58,0.5465283234725152,8.612224273539132e-05
59,0.5085323645236036,8.612921543522585e-05
60,0.5891744417867115,8.611194355122884e-05
61,0.7056896201888937,8.608115634787611e-05
62,0.8326917055942339,8.603812210208066e-05
63,0.9570482731312714,8.597165221069614e-05
64,1.0748378412909625,8.587581217631008e-05
65,1.188803683454136,8.571489517845312e-05
66,1.3060086869670067,8.544501586205456e-05
67,1.434751405103249,8.507337254241222e-05
68,1.5811644214357157,8.4538895215236e-05
69,1.7468840283061675,8.387372361154624e-05
70,1.6973286666897889,8.47506759496775e-05
71,1.524837226438682,8.516701369175108e-05
72,1.3777890561508739,8.550028054368674e-05
73,1.2546975009620982,8.573953022937332e-05
74,1.147491241864455,8.58719001361852e-05
75,1.0464221910640008,8.595296090007009e-05
76,0.9448198289196699,8.600775367084588e-05
77,0.8427048462106836,8.60433262848547e-05
78,0.7494519610330839,8.607313956896907e-05
79,0.5827844383032678,8.611300527459419e-05
80,0.6314388354051137,8.609711498869845e-05
81,0.717960082737866,8.607045196169003e-05
82,0.8233296283795473,8.60351024206421e-05
83,0.9356301500900447,8.597335441669946e-05
84,1.0509615701536816,8.58901136723134e-05
85,1.1714838878918994,8.571921823741848e-05
86,1.3023920974683594,8.54707658704511e-05
87,1.4484204082921033,8.503793992642507e-05
88,1.6110508611664407,8.443344254676854e-05
89,1.6198048175294897,8.501567209125639e-05
90,1.4304233775709514,8.547085309828504e-05
91,1.27169978702836,8.567285286933711e-05
92,1.147490097858724,8.582004159572415e-05
93,1.05289567497566,8.593708814625641e-05
94,0.9792335602404576,8.597828653769962e-05
95,0.9196009031275341,8.601977903323842e-05
96,0.8725772846036001,8.603382253775509e-05
97,0.6044188802868066,8.610508625316665e-05
98,0.6313894424643,8.60908248846694e-05
99,0.7031501014225496,8.60644012962876e-05
100,0.8033103711317513,8.603183556503013e-05
101,0.9194124937551974,8.596715722530718e-05
102,1.0461396364498674,8.58739489737291e-05
103,1.1834204987561852,8.572622875029269e-05
104,1.3330046954734214,8.543782784738267e-05
105,1.4953421644693596,8.509864826965335e-05
106,1.559233335965016,8.528594282873466e-05
107,1.3403079785625842,8.558799111384569e-05
108,1.171305520719007,8.577813014531417e-05
109,1.0469454796253366,8.590867107754472e-05
110,0.9672355817765949,8.597357261693816e-05
111,0.9250864406876974,8.600400549031447e-05
112,0.9115207109132463,8.601802323205498e-05
113,0.5929592292531621,8.610255277349772e-05
114,0.6147519961867646,8.608367982258594e-05
115,0.6895609768263937,8.606368430636864e-05
116,0.7992844688603196,8.602378775855766e-05
117,0.9292823089791952,8.59624311814092e-05
118,1.0723275731341444,8.587048323053573e-05
119,1.2259761315965008,8.569350494128416e-05
120,1.388944429512202,8.549259962934271e-05
121,1.48318817691901,8.544799107365043e-05
122,1.2576091233487714,8.573261640555271e-05
123,1.0853355542781367,8.586253692471054e-05
124,0.9663814336435026,8.595911243234671e-05
125,0.9054073153786424,8.598540533403478e-05
126,0.8959495109220244,8.601630468206283e-05
127,0.5811945544288283,8.609629326701904e-05
128,0.6143354286542091,8.608815042996321e-05
129,0.7029350824578127,8.606519608322728e-05
130,0.8260262762057127,8.601990772158948e-05
131,0.9683202604334876,8.594555847755032e-05
132,1.1221118894812319,8.584231720818769e-05
133,1.2836142992287973,8.571301135285114e-05
134,1.404734772968511,8.560382428612797e-05
135,1.1869845383165671,8.578658823105315e-05
136,1.0240725344591672,8.592298631532134e-05
137,0.9212826561689295,8.59864069085413e-05
138,0.8845296503748574,8.599887277061782e-05
139,0.5988369861860668,8.608856713183387e-05
140,0.6483323290410108,8.60831557258719e-05
141,0.7474307327262426,8.604958019764733e-05
142,0.8763096613923608,8.600776269975728e-05
143,1.0216940402290315,8.59286488654388e-05
144,1.176341224021255,8.58268356772896e-05
145,1.3286971570710329,8.571410025399652e-05
146,1.1484079159268001,8.58336322573675e-05
147,1.0010284974108643,8.59180077811782e-05
148,0.9287494276719744,8.595029480718149e-05
149,0.6500130513949947,8.608645016165515e-05
150,0.7072501278805571,8.607481377093633e-05
151,0.8058285102962799,8.603943486777167e-05
152,0.9302005115656139,8.598851418256086e-05
153,1.0694900006086887,8.592514261448458e-05
154,1.2165297076732435,8.581825673104076e-05
155,1.124673823788916,8.588632803424423e-05
156,1.0306472659019588,8.591080468403377e-05
157,0.7145946632943495,8.60743195641678e-05
158,0.7677552792351731,8.605282817418016e-05
159,0.8565898411192869,8.603007685853892e-05
160,0.9694983762518355,8.598391092641578e-05
161,1.0969250891143592,8.592940450831469e-05
162,1.151442531980255,8.590027287647073e-05
163,0.7693700213610192,8.605306131497988e-05
164,0.810663065942011,8.605289137632211e-05
165,0.8851653261992575,8.603343180167061e-05
166,0.9836723053413116,8.598817137721052e-05
167,0.7997707508734426,8.606192496741775e-05
168,0.8259228506391838,8.605708706174679e-05
169,0.4328424146415626,8.614248690550566e-05
170,0.582223201633076,8.611630393321292e-05
171,0.7530588112041434,8.607104754052002e-05
172,0.9164637142597354,8.601612218897908e-05
173,1.0637241911937405,8.59268423347812e-05
174,1.195109718699464,8.579367823017555e-05
175,1.3165586560924207,8.55959983679084e-05
176,1.4373274784177676,8.531225899486617e-05
177,1.5669569483729688,8.486723447404466e-05
178,1.7117683506342256,8.426995468854349e-05
179,1.8681040517120808,8.395050167123406e-05
180,0.5532597195610042,8.612020717658286e-05
181,0.667984719821035,8.609305989909221e-05
182,0.8046404834221608,8.605378655064926e-05
183,0.9387835248564009,8.599855312093484e-05
184,1.0624783393499226,8.591342254775699e-05
185,1.1772726238947098,8.577605287061579e-05
186,1.2903055182434522,8.554469848504771e-05
187,1.4108549033036866,8.524317010908499e-05
188,1.546115902852575,8.4704576983607e-05
189,1.693534858480319,8.415608106696466e-05
190,1.7618236768141846,8.391098979403872e-05
191,1.6253657501284495,8.473536212374173e-05
192,1.4782433084357427,8.515290145398785e-05
193,1.3490585963323918,8.550558734811688e-05
194,1.234274090267308,8.574073758807444e-05
195,1.1246591708707705,8.589081150096478e-05
196,1.0113373351791832,8.597436053715373e-05
197,0.890121836389147,8.60279054378584e-05
198,0.765062646569912,8.606847457932884e-05
199,0.6523274002943314,8.609802015158412e-05
200,0.6245387928501918,8.61042262922464e-05
201,0.708556125968919,8.60794126674144e-05
202,0.817070441824113,8.604312213540932e-05
203,0.930005595461739,8.59929748618898e-05
204,1.041127043241131,8.590107959143929e-05
205,1.1526500814363136,8.576909935398321e-05
206,1.2709347817380485,8.553673365187938e-05
207,1.401969993616842,8.527362945759853e-05
208,1.5441245385384106,8.460711492354534e-05
209,1.644219508884321,8.42435702759117e-05
210,1.532611515372065,8.508766330768151e-05
211,1.3790624287491413,8.544833757293061e-05
212,1.2464680350985153,8.568815030922574e-05
213,1.1375930593408654,8.585419410079763e-05
214,1.0450873427999496,8.594739553989822e-05
215,0.9608389830714643,8.599603454009528e-05
216,0.8816220542899346,8.603545372387101e-05
217,0.8122044050123285,8.605530330484717e-05
218,0.6464289112019198,8.609202804282464e-05
219,0.7101476201730726,8.60728698436886e-05
220,0.804171064671033,8.603120704602704e-05
221,0.9111608378728289,8.59840529715928e-05
222,1.025220323143954,8.58973874566845e-05
223,1.147202043008912,8.576425304878418e-05
224,1.2799348209276271,8.551092978938044e-05
225,1.4216126756270278,8.519955095564078e-05
226,1.5353735230404,8.480574905612791e-05
227,1.444508450933164,8.532776306291378e-05
228,1.28213236219451,8.55992045209714e-05
229,1.1444747689970476,8.581123509800905e-05
230,1.0420967910206589,8.591862984793298e-05
231,0.9707491391397327,8.598262641775154e-05
232,0.9227589476590755,8.60143666408386e-05
233,0.8931455162698425,8.602597992554745e-05
234,0.636896428540369,8.608995591408367e-05
235,0.6963938212995533,8.607485594440193e-05
236,0.7925162454320838,8.603338959007008e-05
237,0.9079678155411343,8.598549116231526e-05
238,1.0354321637730508,8.587671267768873e-05
239,1.172862011180752,8.573288985138042e-05
240,1.3172008034751168,8.551953870907257e-05
241,1.4411869149637961,8.524798757103357e-05
242,1.3655030191766353,8.552207409689209e-05
243,1.1954046991766245,8.575834428694206e-05
244,1.0551038754857016,8.589036585930484e-05
245,0.9619052366789053,8.596172316833905e-05
246,0.9146133185716255,8.600496969901538e-05
247,0.9047235031417042,8.60168167159974e-05
248,0.6269736467104653,8.608754919397504e-05
249,0.6971902425023916,8.607228519011826e-05
250,0.8055539449419796,8.603994695195757e-05
251,0.934126447503205,8.596928177813742e-05
252,1.0743930538362925,8.58760497555821e-05
253,1.2210799124821532,8.573954716730188e-05
254,1.3543812774829516,8.558484029771688e-05
255,1.3128638300026234,8.56748847001726e-05
256,1.124142581618454,8.583093944262993e-05
257,0.9891338689149322,8.593578639124703e-05
258,0.9111941900643935,8.598005640190822e-05
259,0.8900259678176261,8.601055855134984e-05
260,0.6444448455742906,8.60952297233368e-05
261,0.7289895814096324,8.6064753037493e-05
262,0.8472300878850793,8.602016171607194e-05
263,0.9828935651385661,8.595607863239653e-05
264,1.1273156479892994,8.586551977328885e-05
265,1.266884231299735,8.574524174829701e-05
266,1.2489532979447593,8.574810982670783e-05
267,1.0751980089271795,8.58837612921356e-05
268,0.9591748930456533,8.594235869082034e-05
269,0.9056537836784442,8.598908215851246e-05
270,0.6934148696874446,8.608070328099255e-05
271,0.7838489113749819,8.605583143510866e-05
272,0.9022928360113637,8.600316135579758e-05
273,1.0356001680492883,8.594056517752982e-05
274,1.1737056542918254,8.586727567116304e-05
275,1.198503869748237,8.582599515094694e-05
276,1.0599134767504406,8.591089246173136e-05
277,0.9796244930046392,8.59281389201883e-05
278,0.7553946743503775,8.606395395098311e-05
279,0.8407785157893654,8.60318130023287e-05
280,0.9508538330348563,8.599711280628128e-05
281,1.0752266337394694,8.594470247517853e-05
282,1.1739319552730132,8.588267688269126e-05
283,1.0957365274796314,8.590624019812699e-05
284,0.8082904174729352,8.604643192647e-05
285,0.8815901908337077,8.603412301559363e-05
286,0.9789295906921113,8.600274109038484e-05
287,1.0918052114683439,8.594393206963672e-05
288,0.8377770884753483,8.6051337774794e-05
289,0.8962313082769388,8.603931637003692e-05
290,0.7186692017248405,8.607904193390681e-05
291,0.8048641419538285,8.605497970915244e-05
292,0.9045978692535713,8.601904257049783e-05
293,1.0053449741140117,8.596628254000079e-05
294,1.1054560975725614,8.587459127444133e-05
295,1.210573838290044,8.570853281927499e-05
296,1.3284373963095388,8.549229647411699e-05
297,1.4615636740025122,8.51146465642848e-05
298,1.587677536838064,8.438954889363104e-05
299,0.7409801025094819,8.60706418259392e-05
300,0.8085888489067268,8.605174977974485e-05
301,0.894077847995489,8.601251820014972e-05
302,0.9874470568153606,8.595517618533921e-05
303,1.0880098570686016,8.584857532792488e-05
304,1.1997626580241396,8.56733673643169e-05
305,1.324113453488856,8.543230014738887e-05
306,1.4446241226767889,8.502251545827844e-05
307,1.4753558139384424,8.488313972270278e-05
308,1.3660022925302981,8.543063201904861e-05
309,1.2340236741291428,8.565735141042833e-05
310,1.1199771345210887,8.582125654675993e-05
311,1.0273688360939979,8.594419049272198e-05
312,0.9507301707581584,8.599406519788626e-05
313,0.8856819487149568,8.602804954272547e-05
314,0.8342334721547284,8.604459448099466e-05
315,0.7347799302886363,8.606918028084343e-05
316,0.7981648583990522,8.604795998409262e-05
317,0.8845763747647404,8.600804838862544e-05
318,0.984463588385967,8.594712729572883e-05
319,1.0955768906153718,8.583494991297164e-05
320,1.2167968412874761,8.569157624224032e-05
321,1.3353507873486932,8.542629570076482e-05
322,1.3871054964814036,8.530134807812272e-05
323,1.280771381007113,8.556515520266177e-05
324,1.1473566133347133,8.577071823399572e-05
325,1.0378031859969183,8.590751676179675e-05
326,0.9608700071445212,8.597541668259838e-05
327,0.9127216140588813,8.601282409587305e-05
328,0.8882591739929533,8.602709874015804e-05
329,0.7280737416374989,8.606801675135392e-05
330,0.8008510360581313,8.604254477854652e-05
331,0.8982815295214531,8.599963655402064e-05
332,1.0100583784705823,8.593476701665762e-05
