Mode_Index,Frequency_THz,Cv_QPA_eV_K
0,0.0,0.0
1,0.2131995307331324,8.614502380556145e-05
2,0.4212807530879884,8.60605829591805e-05
3,0.6196183804337899,8.592295560256601e-05
4,0.8045821908552391,8.573748150533523e-05
5,0.9741042297457525,8.551263995827523e-05
6,1.128314728343149,8.521123452247037e-05
7,1.2700377677675134,8.484599609594466e-05
8,1.4047059506449366,8.436081264605204e-05
9,1.5393117247311452,8.385201983967581e-05
10,1.6805719366471952,8.317242801030204e-05
11,1.8331978394522916,8.214934442693832e-05
12,1.999110512568715,8.131297558302614e-05
13,0.1783901254224084,8.615230949350934e-05
14,0.32428605753068596,8.610494190927592e-05
15,0.5068893287869043,8.600553544746705e-05
16,0.6868302784367736,8.586011630601488e-05
17,0.8545902554973822,8.567818868054752e-05
18,1.0069968324458265,8.546229371613696e-05
19,1.1444493299892537,8.517747664763336e-05
20,1.270467979494185,8.485702895410813e-05
21,1.3910853119376543,8.445400359250032e-05
22,1.5135506692972007,8.395141329991659e-05
23,1.6446014218604124,8.318249871275222e-05
24,1.789009766615613,8.229238245275723e-05
25,1.9136046896883832,8.216645758237154e-05
26,1.756001559812765,8.280810615814258e-05
27,1.6128332612473681,8.366144150704398e-05
28,1.4815161003389996,8.418447956604603e-05
29,1.3563982321612609,8.462801368630088e-05
30,1.2302912591431958,8.500035123185295e-05
31,1.0961553970292834,8.530365169455248e-05
32,0.948673190362366,8.555435290197842e-05
33,0.7852670993742787,8.57597398460064e-05
34,0.606777017963101,8.592782582875818e-05
35,0.4198717873218691,8.605644337704756e-05
36,0.25454121974924077,8.613017769960868e-05
37,0.3371019462978034,8.609717766668329e-05
38,0.44656277601646793,8.603985929726258e-05
39,0.5932427052152612,8.593592930058989e-05
40,0.7451791976674509,8.579668289958408e-05
41,0.8897459550670888,8.563044814137251e-05
42,1.0225793604492777,8.541562967209313e-05
43,1.1440921057645541,8.516863530641889e-05
44,1.258178809554892,8.485403103666278e-05
45,1.3710065165763519,8.44814817287681e-05
46,1.489373819566791,8.39293110857106e-05
47,1.6189375917938786,8.31037017654553e-05
48,1.7629359008945429,8.211889901257488e-05
49,1.704659001185474,8.333531980888096e-05
50,1.5583798349559224,8.401111284726786e-05
51,1.426255603310008,8.44731149350871e-05
52,1.3032131381901897,8.484700596958215e-05
53,1.1820720535670357,8.51489736405941e-05
54,1.0559257944245077,8.53854200371812e-05
55,0.9201885109760215,8.558899799202208e-05
56,0.7744164770120674,8.576378333440183e-05
57,0.6250790342777558,8.590659641459108e-05
58,0.49243650421459156,8.600744915535724e-05
59,0.46145988018002726,8.602830689031654e-05
60,0.5415068874559859,8.597414541606192e-05
61,0.6559707295741225,8.588117854746171e-05
62,0.7813219811280167,8.575744018785203e-05
63,0.9053720103559262,8.560686981109906e-05
64,1.0235302279962166,8.542026110961858e-05
65,1.1361890197385445,8.517640639635485e-05
66,1.2470119345432913,8.488453169388205e-05
67,1.3612150014463267,8.44612343320275e-05
68,1.4837123685254927,8.391073327440017e-05
69,1.617607487779526,8.314405406865476e-05
70,1.6567382642853625,8.376540692800396e-05
71,1.4998277423446125,8.432019359980439e-05
72,1.360881535871532,8.471867292455016e-05
73,1.237557946144744,8.504516706964396e-05
74,1.123811066646642,8.526949779373367e-05
75,1.0132639388695386,8.545598524544639e-05
76,0.9022405047519905,8.56107292114257e-05
77,0.7924220814100036,8.573986323859901e-05
78,0.693552793679438,8.58395638905339e-05
79,0.5453415134970909,8.596958014491192e-05
80,0.6011888358097147,8.592724163388695e-05
81,0.6912773121679087,8.584726091262025e-05
82,0.7979160498849672,8.573301171092903e-05
83,0.9100488822868594,8.55944226537075e-05
84,1.0229316862031386,8.541548392767804e-05
85,1.1363037429187086,8.51839283198627e-05
86,1.2524715260280121,8.487286657201346e-05
87,1.3744005789758218,8.443129627839951e-05
88,1.504121431879628,8.387665841153304e-05
89,1.6059077102930972,8.40566168096879e-05
90,1.4360278632383983,8.456375287537903e-05
91,1.2882456693981204,8.492762907134972e-05
92,1.1647830562369916,8.519818142951691e-05
93,1.0621311369528348,8.538405824083844e-05
94,0.9749358280107328,8.551665190205511e-05
95,0.8996125318063044,8.561809045362993e-05
96,0.8368814782514113,8.568831218581439e-05
97,0.5932363309006355,8.593278199067252e-05
98,0.6332764121174872,8.589889152167853e-05
99,0.7100545910848917,8.582896471306112e-05
100,0.8089935711734877,8.572538378268269e-05
101,0.9193707800403879,8.558152887517379e-05
102,1.0356458361278142,8.539722977527724e-05
103,1.156107129881977,8.516021435844632e-05
104,1.2809427308794095,8.480074116147655e-05
105,1.410515853141094,8.443223899067119e-05
106,1.5443345471463839,8.389649265934055e-05
107,1.3714741338526788,8.475587126559711e-05
108,1.2169368623049994,8.508837738739797e-05
109,1.0958962321438965,8.53143046334717e-05
110,1.0082056139202993,8.546945788208551e-05
111,0.949500585663609,8.555001301416591e-05
112,0.9145818391562766,8.55981672230907e-05
113,0.6202448819306504,8.591031367145102e-05
114,0.6555579204855482,8.588160321982781e-05
115,0.7302193546253246,8.580551627721691e-05
116,0.8304278162921396,8.570370536683072e-05
117,0.9450921156526498,8.554101053926124e-05
118,1.0677114654463993,8.535031908161713e-05
119,1.1951173108677142,8.509332347373472e-05
120,1.3256175173574165,8.474178293906897e-05
121,1.4576332500546811,8.439395655444285e-05
122,1.3109599493409576,8.48938098036547e-05
123,1.1559916088580833,8.519353581172142e-05
124,1.042991981393856,8.541104742160524e-05
125,0.9745610642746848,8.551631648064882e-05
126,0.946212599556245,8.556001661815382e-05
127,0.6468548925902041,8.589261806705772e-05
128,0.6864127238252612,8.585560614895117e-05
129,0.7648417008342494,8.577988881714611e-05
130,0.8685809542755245,8.565087547429498e-05
131,0.9867579343737461,8.548583410463134e-05
132,1.1125803703437065,8.52906523285641e-05
133,1.2419684331262968,8.502022617485811e-05
134,1.3719499062282896,8.468206458560722e-05
135,1.2598246529439423,8.502455627899046e-05
136,1.1149599679950628,8.526630662090559e-05
137,1.0188160257959165,8.543820312146751e-05
138,0.9741813081663819,8.551829074363769e-05
139,0.6872848028317069,8.585575959851936e-05
140,0.7327396807379264,8.581426284626228e-05
141,0.8132418487102807,8.57208378484703e-05
142,0.9167066119183889,8.559189766074518e-05
143,1.0334612605775253,8.542269011012464e-05
144,1.1568987963308905,8.521151959862818e-05
145,1.2823000090087455,8.493059763676312e-05
146,1.2364056723145056,8.507435915710172e-05
147,1.1050344267367556,8.530381847273953e-05
148,1.0362983176001201,8.541304650047613e-05
149,0.7405722980480931,8.580693396443312e-05
150,0.7869481287381478,8.575476125934386e-05
151,0.8639285581466697,8.56620126470538e-05
152,0.9617903952466185,8.552984648102984e-05
153,1.0721471127554407,8.536936661295682e-05
154,1.188397941481655,8.515282722982354e-05
155,1.223656764860118,8.511944601724088e-05
156,1.137735488054368,8.526167662041699e-05
157,0.7946091182914875,8.574124515976626e-05
158,0.8355541236387009,8.568978305387914e-05
159,0.9041966932772526,8.560966093728163e-05
160,0.9927921991847292,8.548797920872963e-05
161,1.0935966294275021,8.53388860701974e-05
162,1.1996760858519997,8.515050184623484e-05
163,0.8366632796892213,8.569017913791605e-05
164,0.8680493045092534,8.565961128643998e-05
165,0.9259621509733248,8.559521755442267e-05
166,1.0037036976760534,8.548688844380308e-05
167,0.8591108936150489,8.567578839868065e-05
168,0.8793197056733069,8.565551637977972e-05
169,0.38684477349770574,8.607218119434452e-05
170,0.5269436984799354,8.598529360760051e-05
171,0.6896013585734846,8.585127635367718e-05
172,0.8476113467343548,8.56818991615357e-05
173,0.9927208045054273,8.548250166685135e-05
174,1.1241101555495034,8.525504685234016e-05
175,1.245264179469531,8.494367258110293e-05
176,1.3624369865740338,8.45831910134546e-05
177,1.4828895552950614,8.41624583946546e-05
178,1.6125164426430012,8.347195908708739e-05
179,1.7488041785818906,8.228804139976093e-05
180,0.5028798797943347,8.599914557058239e-05
181,0.615402644671591,8.591306387486087e-05
182,0.7499075600421928,8.579040410150882e-05
183,0.8833876345581663,8.563770413412878e-05
184,1.0080816839449873,8.544513623817258e-05
185,1.123867903741609,8.521534660510894e-05
186,1.234799022421741,8.49633420132871e-05
187,1.346855757115763,8.458693924846695e-05
188,1.465344087731972,8.41022407679169e-05
189,1.5893649610475464,8.341582833573075e-05
190,1.6630902176416316,8.26788884009706e-05
191,1.5617679247478429,8.388697260625835e-05
192,1.4315342717526056,8.437742298501951e-05
193,1.3099017725285689,8.479532827736866e-05
194,1.1952809835830207,8.510095100303474e-05
195,1.0813845146722167,8.533997645965153e-05
196,0.9625865743747882,8.553474718208022e-05
197,0.8370587350002656,8.56875576325926e-05
198,0.709738892931324,8.582556203836141e-05
199,0.5964797817943587,8.592738586290296e-05
200,0.5839882086252026,8.593897039712498e-05
201,0.6725761919151392,8.586210575868229e-05
202,0.7833292101660634,8.575244094465464e-05
203,0.8978194637286963,8.561555514467372e-05
204,1.009728567411591,8.543529333139467e-05
205,1.1191440931982395,8.523782042343384e-05
206,1.2293091356344479,8.49251750237445e-05
207,1.3439258669247218,8.457105279883304e-05
208,1.4628704320557275,8.410761714414159e-05
209,1.5602791793833999,8.353900196655593e-05
210,1.5004012750073978,8.42017526956542e-05
211,1.368106046813161,8.466111515567698e-05
212,1.243664650646385,8.500897390370005e-05
213,1.1333307959042929,8.524536830944281e-05
214,1.032900992206007,8.542767841520721e-05
215,0.9377041595872833,8.556577858691987e-05
216,0.8469985125090773,8.567801397916273e-05
217,0.7666930913999084,8.576649501839237e-05
218,0.6312057214782769,8.589864734497909e-05
219,0.7036835999326396,8.583079011531344e-05
220,0.8003901577204049,8.573287502456492e-05
221,0.9064340046587801,8.559997592095755e-05
222,1.0160396741291802,8.54320038178556e-05
223,1.1283110292639615,8.521757589967821e-05
224,1.2442432091039635,8.492842718582144e-05
225,1.3631197093953866,8.456307536199863e-05
226,1.4690878154512739,8.418908443082055e-05
227,1.4394783334919536,8.442727679142222e-05
228,1.3029349421933276,8.489046841691564e-05
229,1.175360832436598,8.516312830921878e-05
230,1.0716039591107278,8.535413878349973e-05
231,0.989922644950924,8.549806296614844e-05
232,0.9260279184113037,8.558512687820671e-05
233,0.8778335368682376,8.564012215002806e-05
234,0.6582337927029072,8.587537754482856e-05
235,0.7252225322390544,8.581518671574926e-05
236,0.8186992094793191,8.571490149856769e-05
237,0.9255797794718422,8.557402576009887e-05
238,1.0396262382291852,8.540145428706365e-05
239,1.158253751912142,8.516704501949526e-05
240,1.2792714271558028,8.486461090231291e-05
241,1.391599695620769,8.454469041069378e-05
242,1.3848001167588848,8.465421917217616e-05
243,1.243754184532861,8.50030402218389e-05
244,1.1156863463806859,8.527469299252392e-05
245,1.0220602988840755,8.544146785502726e-05
246,0.962839838749815,8.553631429421007e-05
247,0.9327649660918219,8.557270597387334e-05
248,0.6846841424658049,8.585440814953156e-05
249,0.7547342300379586,8.578475872864621e-05
250,0.8511131611683265,8.567804392578014e-05
251,0.9618542512337308,8.552842668776335e-05
252,1.0803045520945975,8.533119983249989e-05
253,1.2022346955720775,8.510351372858527e-05
254,1.3194223496046018,8.48090925880834e-05
255,1.3493415832113507,8.47641206305071e-05
256,1.195641613882657,8.512817601057924e-05
257,1.0739956730687468,8.535956954870272e-05
258,0.996101354013609,8.547421113929905e-05
259,0.9616080480860643,8.55382401401521e-05
260,0.724374316288156,8.581862715842414e-05
261,0.799117090858783,8.573575870404155e-05
262,0.8974019750073303,8.561751237227478e-05
263,1.008937428243004,8.545269546256737e-05
264,1.1271963239580403,8.526521695020046e-05
265,1.2455361455053007,8.504162008523744e-05
266,1.303285457400556,8.489718436180211e-05
267,1.1648203034274784,8.5198331481227e-05
268,1.060603432527337,8.537295827016592e-05
269,1.0054873453725799,8.546663779690636e-05
270,0.7766190380258555,8.576467239478876e-05
271,0.8515208015409689,8.56806012597991e-05
272,0.9467477952946483,8.554991251688407e-05
273,1.0540554115811798,8.540044122241147e-05
274,1.167107924641447,8.521117153759689e-05
275,1.2606819964308271,8.503409065944524e-05
276,1.1609957611252577,8.521432669500665e-05
277,1.0869527669661643,8.534178018187288e-05
278,0.8298108553383428,8.569935997120445e-05
279,0.8990269183284089,8.561556194791741e-05
280,0.9866319011658611,8.549606846172771e-05
281,1.086120276637728,8.535795081958123e-05
282,1.1918876956315039,8.51702726878012e-05
283,1.199083382976319,8.516601481359522e-05
284,0.8714187071235308,8.564900194408325e-05
285,0.9311070078285033,8.558101166472021e-05
286,1.0086278284293908,8.54811873040881e-05
287,1.0982413479219022,8.533929759058257e-05
288,0.893717338812764,8.563107179458783e-05
289,0.9423109323601514,8.557560540406247e-05
290,0.6730520254062481,8.585846979373156e-05
291,0.7657297897138856,8.576871696156932e-05
292,0.8715973595020812,8.564865293009963e-05
293,0.9781986335779304,8.550409148150357e-05
294,1.0825559466195747,8.531567646023957e-05
295,1.1874980146573515,8.509508354621918e-05
296,1.297673787478978,8.477425243170302e-05
297,1.4140707874471816,8.433425854342638e-05
298,1.5176547105978027,8.380265156350795e-05
299,0.7189479178400566,8.581411620311644e-05
300,0.7966064809963022,8.573553738170354e-05
301,0.888579841600464,8.562449055740765e-05
302,0.9853394898166811,8.549082398615742e-05
303,1.084995728871816,8.532487187613414e-05
304,1.1893382401854429,8.507600632472426e-05
305,1.2988507113859573,8.476777076372842e-05
306,1.4021322605165363,8.43518690957529e-05
307,1.4383142681902916,8.429683555570424e-05
308,1.353588031580383,8.455422844280972e-05
309,1.2388378625576517,8.49814544058337e-05
310,1.131976658379449,8.524673391723839e-05
311,1.037632847554285,8.542139286306388e-05
312,0.9529955898575657,8.55437578652166e-05
313,0.8762279972403559,8.564503286935077e-05
314,0.8107151511478423,8.572120599655854e-05
315,0.7457670106666601,8.579177013128845e-05
316,0.817990883561426,8.571451911031944e-05
317,0.9063491771431265,8.560579253668441e-05
318,1.0029226540238165,8.546294978001851e-05
319,1.1053135969210244,8.527930797017469e-05
320,1.2123444142727844,8.504884502113954e-05
321,1.316096072886944,8.475323958274929e-05
322,1.3748888119102372,8.455645431736286e-05
323,1.3001319642229223,8.484800332865595e-05
324,1.1848707203483428,8.512771371309477e-05
325,1.0824621434017503,8.533919300717652e-05
326,1.0022780483338696,8.546851372121486e-05
327,0.9424855605059655,8.556185504515403e-05
328,0.9004170454013791,8.561462377232043e-05
329,0.7717357687126077,8.577002548984735e-05
330,0.846811895698865,8.567843170583174e-05
331,0.9381172300082741,8.555988355845151e-05
332,1.038432668306708,8.540874636439626e-05
333,1.1440714673473087,8.52179101168895e-05
334,1.2487642053202521,8.500949949812296e-05
335,1.3210188199472062,8.480221686287295e-05
336,1.2584352853583605,8.496869744755142e-05
337,1.1431222927314997,8.522336130488424e-05
338,1.0482082856086223,8.540408291806892e-05
339,0.9853056663673302,8.550436955834354e-05
340,0.9517942342344273,8.555211057713515e-05
341,0.8100297397220358,8.572749958068681e-05
342,0.8899898076554008,8.562630099557633e-05
343,0.9840329092212274,8.550484473638158e-05
344,1.085750230572503,8.534049502109363e-05
345,1.1895958701805587,8.514793942023246e-05
346,1.2739015385801074,8.495731940510227e-05
347,1.227660074291603,8.505961739355331e-05
348,1.1176444455610397,8.528760723018573e-05
349,1.0364491488988434,8.5422373060986e-05
350,0.9940811703998144,8.548989951654408e-05
351,0.8604512785612602,8.566287496353105e-05
352,0.9413531665605142,8.55597971673306e-05
