Frequency_THz,Cv_Contribution_eV_K
0.22113256176168472,8.615667713673353e-05
0.4366677223199046,8.610487855208975e-05
0.6415197701385879,8.601695593270493e-05
0.8316897712739447,8.587709103315293e-05
1.0049848247806132,8.566264781398789e-05
1.1618383016108855,8.537857945412076e-05
1.3058813448688695,8.480515807537827e-05
1.4436381832691256,8.443022878898502e-05
1.582913306987037,8.417891385107922e-05
1.7302994593486152,8.394184054382443e-05
1.888869199264058,8.371610359280694e-05
2.0527912976339895,8.360217742667566e-05
0.18666898947891827,8.61605869803532e-05
0.33766259282146627,8.613193723285034e-05
0.5259604281006677,8.606996925726854e-05
0.7107748209967532,8.597318782474157e-05
0.8820776443863668,8.583029616463117e-05
1.0366641476509026,8.559777668608585e-05
1.1754115126225915,8.534304944784526e-05
1.3027980554140985,8.483700366740762e-05
1.426005528559196,8.446193197731039e-05
1.5531097349379963,8.423361917146591e-05
1.6908805789732442,8.399310616413032e-05
1.8431100045334066,8.374713907191324e-05
1.960432791298532,8.370603113084108e-05
1.7997385015970517,8.391691522651223e-05
1.6511952063780615,8.414600928238186e-05
1.5153736535703068,8.43710080227816e-05
1.38748478101361,8.461647814213373e-05
1.2600818979432507,8.517815929942015e-05
1.125213027526251,8.548784558776188e-05
0.9765268695782282,8.572336954990854e-05
0.8107251234782665,8.589983758542961e-05
0.6284275481240622,8.60225676273259e-05
0.43659384164039167,8.610201061750766e-05
0.26602911107683247,8.614711674339085e-05
0.35148126309063493,8.612657292368792e-05
0.4637642055010482,8.609144249446061e-05
0.6136810882521678,8.602824674217908e-05
0.7682663486757529,8.592173957896885e-05
0.9144278217347476,8.578340214029432e-05
1.0478842696994188,8.556388163078656e-05
1.1697056143803364,8.532935606967788e-05
1.2849169351689862,8.48325871802016e-05
1.4009393717772156,8.449775930987874e-05
1.525426178191509,8.425125043137325e-05
1.6640588775971235,8.400088369606186e-05
1.8192172729552911,8.373942781821665e-05
1.7326218896584973,8.412725878043719e-05
1.581475064350826,8.43467113977896e-05
1.4462678649022804,8.459074951177175e-05
1.3223464152021904,8.50904195957017e-05
1.2019429927318148,8.539070929009376e-05
1.0771002740070177,8.561240093143938e-05
0.9422435878558414,8.577829727983994e-05
0.7963490669744442,8.591337550591177e-05
0.6458245293773601,8.601069836066548e-05
0.511277387017257,8.607210389843518e-05
0.4778382293721815,8.608548157114574e-05
0.5580845005467504,8.605198126965019e-05
0.6733094392689513,8.598791312201492e-05
0.7993038170084414,8.588348540967054e-05
0.9235345256122566,8.575812801182044e-05
1.0416428231905615,8.555568499521985e-05
1.15485752802939,8.535213716728773e-05
1.2680768001376201,8.486994202604035e-05
1.3876812227767694,8.452027938341622e-05
1.5191164056698077,8.426351436725466e-05
1.6650487911037157,8.399513395664208e-05
1.6720785041935924,8.432437496414997e-05
1.5096019461914776,8.455061931758868e-05
1.3676481519939976,8.494528329704424e-05
1.244183617514396,8.530452580340483e-05
1.1324748505935833,8.549575389050884e-05
1.0250005855534645,8.568219029336567e-05
0.9170713835887996,8.580316590419135e-05
0.8098188390506064,8.590149028159697e-05
0.7128940656710722,8.597394183279036e-05
0.55828379436649,8.605099387914796e-05
0.6116585033085917,8.602478113380334e-05
0.7005990701833971,8.595036846748088e-05
0.806903984227039,8.58551442268154e-05
0.9191940262211536,8.573718309546397e-05
1.033008435798229,8.555037620805664e-05
1.1489379408802571,8.535142115415444e-05
1.2703441580625443,8.486905323141243e-05
1.4009032860995034,8.451767923678199e-05
1.5425532861373843,8.42620588308673e-05
1.6117929433702987,8.445804005103295e-05
1.4351938453408182,8.478632006523942e-05
1.283589929583066,8.523513780563464e-05
1.1597155992954278,8.54242427443171e-05
1.0595860837324995,8.560849751467599e-05
0.9767678997127796,8.573805626409935e-05
0.906618908643495,8.58043956352283e-05
0.8491922926263453,8.586103533915758e-05
0.5971381066404002,8.602667844852008e-05
