Frequency_THz,Cv_Contribution_eV_K
0.2403318495595724,8.613333792241735e-05
0.4562970396120541,8.602884655369372e-05
0.6470633185614235,8.588186024773443e-05
0.8205644711940434,8.570320322308318e-05
0.9814306859537844,8.549856733424462e-05
1.1312126982596489,8.527378138041882e-05
1.270115011231819,8.503870899834913e-05
1.3974522486177308,8.479952768938162e-05
1.5112295157282718,8.456673921681304e-05
1.6073534101341667,8.435555622494383e-05
1.6791088809595816,8.418663064240181e-05
1.7181475115280163,8.409073916127539e-05
0.24106019525944708,8.613101886638871e-05
0.39506217143772876,8.606241178435869e-05
0.5668876612520056,8.594751548672344e-05
0.7283763636209423,8.580149418534935e-05
0.8790203651464803,8.56315859021867e-05
1.0209327214446668,8.54414731473487e-05
1.1557909214776618,8.523464576544665e-05
1.2844010134125015,8.501285548959536e-05
1.406093830131801,8.478222912043149e-05
1.5178855724821947,8.455249027191326e-05
1.6137508579309185,8.434045400581029e-05
1.684780983286291,8.41741310425026e-05
1.698601605431682,8.41389295597464e-05
1.6468846411669649,8.426265962577874e-05
1.5634394165925922,8.44531680081296e-05
1.4597391701180096,8.467351912674217e-05
1.3448172455370317,8.490044897548757e-05
1.223449121294599,8.511955124387656e-05
1.0967225432816674,8.53265038656763e-05
0.9634953233167423,8.552020821017312e-05
0.8216365514639508,8.569770130985939e-05
0.6687174752269179,8.585767274849065e-05
0.5033989310144655,8.599283309061989e-05
0.3368069527699375,8.609111362864864e-05
0.42955167356213364,8.604041265901789e-05
0.5306385726345257,8.597272598345245e-05
0.6543087257513054,8.587090841903535e-05
0.782165431661609,8.574292569063192e-05
0.9099689685209187,8.559194210698375e-05
1.0376007070093025,8.541701182306221e-05
1.1653384598785193,8.52181578611199e-05
1.2922974031534356,8.499839351741402e-05
1.4155113580427452,8.476342361550039e-05
1.5293460589201353,8.452732807105764e-05
1.6254101909632088,8.431321634474383e-05
1.6538881637194065,8.424535010326165e-05
1.5877214691727803,8.439727871004763e-05
1.4899037856329191,8.460979833665796e-05
1.377269226663071,8.483603885132773e-05
1.2619537902120592,8.504992470727916e-05
1.149711061640272,8.52397212327862e-05
1.0409339047388155,8.540676097101991e-05
0.9330039919881747,8.555558437133727e-05
0.8227219603237225,8.56912997179425e-05
0.7087813636359321,8.581385830226176e-05
0.5959897718950037,8.591828819167331e-05
0.5474969231082837,8.595873560915924e-05
